type, client, tx, amount
dispute, 44, 658,
deposit, 12, 4681, 760.7792
deposit, 49, 4682, 3990.9595
withdrawal, 31, 4683, 3469.7482
deposit, 26, 4684, 671.6829
deposit, 5, 4685, 1950.7176
deposit, 12, 4686, 1404.6531
deposit, 6, 4687, 1862.5464
deposit, 33, 4688, 4076.4276
deposit, 34, 4689, 3197.0894
deposit, 1, 4690, 3802.4647
withdrawal, 1, 4691, 541.7393
withdrawal, 26, 4692, 2406.0018
dispute, 36, 1371,
resolve, 37, 2703,
deposit, 1, 4693, 4654.9268
deposit, 9, 4694, 4971.0801
withdrawal, 17, 4695, 4263.7090
withdrawal, 28, 4696, 380.6985
withdrawal, 11, 4697, 267.3562
resolve, 15, 4532,
withdrawal, 15, 4698, 2150.4186
dispute, 47, 600,
deposit, 30, 4699, 2770.5382
deposit, 41, 4700, 844.0182
deposit, 33, 4701, 874.1422
dispute, 43, 3304,
deposit, 21, 4702, 4393.2498
deposit, 49, 4703, 4899.7413
deposit, 3, 4704, 3379.1032
deposit, 20, 4705, 3264.1063
deposit, 30, 4706, 1692.6961
deposit, 13, 4707, 4227.5497
deposit, 9, 4708, 4722.3217
deposit, 46, 4709, 4923.6274
withdrawal, 35, 4710, 3073.8831
withdrawal, 32, 4711, 3410.8605
resolve, 6, 4079,
withdrawal, 49, 4712, 1031.3998
withdrawal, 42, 4713, 3207.5783
deposit, 32, 4714, 848.6053
withdrawal, 36, 4715, 2694.4798
deposit, 5, 4716, 4488.6963
deposit, 1, 4717, 3275.2740
deposit, 5, 4718, 3033.7027
deposit, 16, 4719, 4133.5079
deposit, 46, 4720, 3176.7083
deposit, 39, 4721, 4971.6498
withdrawal, 21, 4722, 3595.9331
resolve, 10, 794,
deposit, 15, 4723, 4405.4829
withdrawal, 45, 4724, 3939.1963
dispute, 33, 2577,
withdrawal, 31, 4725, 2525.7825
deposit, 5, 4726, 4212.8009
deposit, 12, 4727, 1394.2708
deposit, 43, 4728, 4777.5575
withdrawal, 28, 4729, 267.4361
withdrawal, 35, 4730, 4395.0409
deposit, 31, 4731, 3013.8371
deposit, 46, 4732, 3921.3911
dispute, 42, 3935,
withdrawal, 43, 4733, 1602.4929
withdrawal, 8, 4734, 735.4179
deposit, 33, 4735, 2562.4617
dispute, 35, 3070,
withdrawal, 38, 4736, 2127.9248
resolve, 33, 4056,
deposit, 4, 4737, 1530.3753
deposit, 31, 4738, 2893.8759
dispute, 31, 1164,
deposit, 17, 4739, 1884.2109
deposit, 6, 4740, 4309.2395
deposit, 35, 4741, 3738.4950
deposit, 17, 4742, 875.1478
withdrawal, 14, 4743, 4158.2078
withdrawal, 38, 4744, 2247.6524
deposit, 16, 4745, 2840.0659
withdrawal, 8, 4746, 4926.6526
resolve, 32, 947,
deposit, 37, 4747, 1050.4514
withdrawal, 33, 4748, 4620.7688
deposit, 36, 4749, 4620.6152
deposit, 8, 4750, 223.9106
resolve, 12, 1689,
deposit, 5, 4751, 3458.3249
deposit, 28, 4752, 1897.0122
withdrawal, 2, 4753, 2539.6160
resolve, 43, 2747,
deposit, 31, 4754, 3574.3298
deposit, 36, 4755, 418.0571
deposit, 24, 4756, 1918.5795
deposit, 4, 4757, 4586.3459
deposit, 36, 4758, 1446.8151
deposit, 16, 4759, 3205.7665
dispute, 33, 1190,
dispute, 27, 3338,
deposit, 42, 4760, 691.2636
withdrawal, 27, 4761, 4331.7729
deposit, 44, 4762, 3950.5274
deposit, 13, 4763, 3666.6763
deposit, 30, 4764, 4176.5054
dispute, 12, 1689,
withdrawal, 22, 4765, 4762.4844
deposit, 29, 4766, 4170.4557
deposit, 45, 4767, 230.3861
deposit, 43, 4768, 1949.6703
withdrawal, 5, 4769, 65.2097
deposit, 24, 4770, 1495.4542
resolve, 6, 1742,
deposit, 19, 4771, 7.9283
withdrawal, 21, 4772, 502.8580
withdrawal, 38, 4773, 1344.3229
deposit, 3, 4774, 2613.9638
deposit, 50, 4775, 2808.4892
deposit, 27, 4776, 2741.1739
withdrawal, 10, 4777, 1889.6033
deposit, 37, 4778, 3109.1504
deposit, 39, 4779, 2295.5667
withdrawal, 15, 4780, 2699.6781
withdrawal, 34, 4781, 4488.5305
withdrawal, 31, 4782, 2645.6932
withdrawal, 42, 4783, 2426.4754
dispute, 24, 2823,
dispute, 12, 3409,
deposit, 30, 4784, 4483.9609
deposit, 39, 4785, 1183.7378
resolve, 6, 2691,
withdrawal, 30, 4786, 4246.3507
dispute, 37, 1963,
deposit, 1, 4787, 1513.6284
deposit, 1, 4788, 3805.2622
deposit, 37, 4789, 1842.7189
deposit, 5, 4790, 3919.8254
resolve, 33, 2577,
withdrawal, 32, 4791, 2284.5908
withdrawal, 43, 4792, 3739.7661
dispute, 25, 859,
dispute, 35, 3060,
withdrawal, 10, 4793, 1401.6545
deposit, 38, 4794, 2014.0647
deposit, 18, 4795, 885.1309
withdrawal, 31, 4796, 1671.3372
withdrawal, 29, 4797, 266.9729
deposit, 17, 4798, 3605.0305
withdrawal, 9, 4799, 526.1790
withdrawal, 44, 4800, 1468.2425
dispute, 3, 814,
deposit, 1, 4801, 4224.6092
deposit, 24, 4802, 2484.7249
withdrawal, 37, 4803, 90.3092
deposit, 5, 4804, 3160.5914
deposit, 46, 4805, 4492.3821
deposit, 4, 4806, 2296.7908
dispute, 9, 1022,
withdrawal, 33, 4807, 814.7751
resolve, 21, 2192,
withdrawal, 1, 4808, 292.0539
dispute, 42, 633,
withdrawal, 11, 4809, 3444.2366
deposit, 16, 4810, 450.4474
resolve, 5, 1610,
deposit, 1, 4811, 2407.3517
withdrawal, 23, 4812, 4714.8557
deposit, 49, 4813, 4743.9569
deposit, 37, 4814, 1859.0076
resolve, 12, 1689,
deposit, 43, 4815, 430.8683
deposit, 6, 4816, 3737.6577
dispute, 24, 4063,
withdrawal, 29, 4817, 266.2007
withdrawal, 13, 4818, 219.2508
withdrawal, 28, 4819, 2968.2422
deposit, 1, 4820, 4784.9055
withdrawal, 45, 4821, 4149.8855
deposit, 33, 4822, 2870.0125
deposit, 46, 4823, 1636.1441
withdrawal, 42, 4824, 704.2463
withdrawal, 30, 4825, 2066.0219
deposit, 14, 4826, 4326.0226
deposit, 9, 4827, 2975.8897
deposit, 31, 4828, 3829.9556
withdrawal, 47, 4829, 440.4540
deposit, 47, 4830, 2573.3521
deposit, 31, 4831, 1010.9230
resolve, 35, 155,
deposit, 3, 4832, 1289.0847
withdrawal, 23, 4833, 3873.4160
deposit, 26, 4834, 1108.8953
deposit, 30, 4835, 4462.0093
deposit, 47, 4836, 1799.7153
deposit, 49, 4837, 4406.5448
deposit, 10, 4838, 2103.3844
deposit, 18, 4839, 4895.0680
deposit, 48, 4840, 2146.3347
withdrawal, 36, 4841, 1095.1471
resolve, 17, 1886,
deposit, 36, 4842, 1518.1987
deposit, 15, 4843, 1913.1255
deposit, 41, 4844, 4845.2359
deposit, 9, 4845, 2700.9606
deposit, 4, 4846, 2227.5804
deposit, 18, 4847, 3523.4396
deposit, 29, 4848, 3099.3732
deposit, 24, 4849, 4804.6047
dispute, 37, 3539,
deposit, 3, 4850, 2704.2108
deposit, 50, 4851, 1622.7623
withdrawal, 41, 4852, 3499.1859
deposit, 43, 4853, 4950.5642
deposit, 15, 4854, 498.6495
withdrawal, 7, 4855, 2313.4986
deposit, 25, 4856, 473.7737
dispute, 2, 3824,
deposit, 29, 4857, 3409.8858
withdrawal, 45, 4858, 885.7381
deposit, 26, 4859, 3585.4338
resolve, 15, 3859,
withdrawal, 45, 4860, 4702.4839
withdrawal, 1, 4861, 4464.8441
deposit, 12, 4862, 2188.6870
deposit, 37, 4863, 1786.7220
deposit, 1, 4864, 789.5435
deposit, 45, 4865, 4594.8643
dispute, 8, 2060,
withdrawal, 23, 4866, 4833.0621
deposit, 44, 4867, 2941.0028
deposit, 40, 4868, 1698.9215
withdrawal, 3, 4869, 4779.3082
deposit, 49, 4870, 2214.7113
withdrawal, 9, 4871, 2318.4780
withdrawal, 23, 4872, 3541.4850
resolve, 24, 432,
deposit, 4, 4873, 48.6138
deposit, 44, 4874, 3110.2035
deposit, 50, 4875, 3606.8386
deposit, 38, 4876, 592.5875
dispute, 9, 2164,
withdrawal, 3, 4877, 2532.4115
deposit, 49, 4878, 1421.0569
resolve, 20, 446,
withdrawal, 42, 4879, 1684.0538
deposit, 12, 4880, 4799.2218
resolve, 49, 3719,
deposit, 10, 4881, 228.5231
deposit, 3, 4882, 296.6245
deposit, 37, 4883, 4702.8511
deposit, 2, 4884, 1988.9174
withdrawal, 36, 4885, 293.9492
deposit, 46, 4886, 2196.1617
deposit, 50, 4887, 3477.2593
withdrawal, 31, 4888, 2504.7693
resolve, 9, 2164,
deposit, 13, 4889, 2851.3800
deposit, 38, 4890, 3494.4464
deposit, 15, 4891, 102.5561
dispute, 30, 1054,
deposit, 22, 4892, 1640.4587
deposit, 41, 4893, 1739.6943
deposit, 32, 4894, 1062.5829
deposit, 17, 4895, 650.0395
withdrawal, 19, 4896, 528.8394
withdrawal, 12, 4897, 2910.5648
withdrawal, 43, 4898, 4735.1248
deposit, 10, 4899, 1094.1758
deposit, 22, 4900, 4280.0573
withdrawal, 48, 4901, 3937.2746
deposit, 42, 4902, 4475.1511
deposit, 44, 4903, 231.9743
withdrawal, 41, 4904, 3821.5272
deposit, 27, 4905, 2552.1838
deposit, 10, 4906, 4431.9923
deposit, 25, 4907, 1962.9104
deposit, 9, 4908, 3081.3315
deposit, 44, 4909, 1672.5587
dispute, 30, 4472,
withdrawal, 36, 4910, 3949.7720
dispute, 21, 564,
withdrawal, 11, 4911, 2967.0955
deposit, 28, 4912, 1558.4244
deposit, 15, 4913, 4766.2563
deposit, 43, 4914, 4020.5343
deposit, 1, 4915, 4423.7215
deposit, 24, 4916, 1768.6157
withdrawal, 17, 4917, 2309.7188
deposit, 2, 4918, 3474.5153
dispute, 29, 1616,
withdrawal, 15, 4919, 3568.4713
withdrawal, 12, 4920, 945.2257
dispute, 11, 738,
resolve, 5, 27,
withdrawal, 34, 4921, 2864.2537
withdrawal, 1, 4922, 3431.9773
deposit, 28, 4923, 532.0801
deposit, 28, 4924, 1057.1801
withdrawal, 36, 4925, 2753.0056
withdrawal, 21, 4926, 2844.8753
withdrawal, 31, 4927, 837.3971
deposit, 25, 4928, 2780.0649
dispute, 4, 4873,
dispute, 16, 3921,
deposit, 39, 4929, 4290.4005
deposit, 25, 4930, 3043.2825
deposit, 38, 4931, 2397.9594
deposit, 33, 4932, 1380.5549
withdrawal, 20, 4933, 4331.1632
withdrawal, 33, 4934, 690.5106
deposit, 31, 4935, 812.5680
deposit, 36, 4936, 1068.7573
dispute, 9, 2314,
deposit, 9, 4937, 3312.4268
deposit, 17, 4938, 443.4027
withdrawal, 18, 4939, 3274.1685
withdrawal, 48, 4940, 4301.2714
resolve, 5, 2318,
deposit, 37, 4941, 3012.2174
withdrawal, 1, 4942, 3365.6313
deposit, 48, 4943, 65.2289
deposit, 14, 4944, 4893.3777
deposit, 46, 4945, 3479.3928
deposit, 9, 4946, 652.9226
deposit, 23, 4947, 4252.4324
withdrawal, 7, 4948, 1218.4964
dispute, 3, 3066,
resolve, 6, 4440,
deposit, 17, 4949, 1979.3645
dispute, 4, 906,
deposit, 29, 4950, 2284.5903
withdrawal, 38, 4951, 479.7691
withdrawal, 9, 4952, 3839.5257
withdrawal, 42, 4953, 809.4957
dispute, 27, 4251,
deposit, 5, 4954, 2348.3824
resolve, 39, 687,
deposit, 8, 4955, 4720.5620
withdrawal, 16, 4956, 4210.7343
deposit, 18, 4957, 334.4043
deposit, 11, 4958, 754.1789
deposit, 13, 4959, 4694.4299
deposit, 1, 4960, 2505.4361
deposit, 36, 4961, 4423.9905
resolve, 27, 4251,
deposit, 49, 4962, 4385.0648
deposit, 15, 4963, 3502.1311
dispute, 6, 2460,
withdrawal, 24, 4964, 302.2229
deposit, 50, 4965, 3815.3353
deposit, 42, 4966, 180.8888
withdrawal, 26, 4967, 4898.4828
withdrawal, 39, 4968, 3851.0512
deposit, 37, 4969, 2084.1614
deposit, 42, 4970, 3022.5921
deposit, 13, 4971, 647.3789
dispute, 9, 1024,
deposit, 19, 4972, 4843.2874
resolve, 27, 2685,
withdrawal, 22, 4973, 4704.1917
deposit, 21, 4974, 1332.7753
withdrawal, 44, 4975, 2573.4355
withdrawal, 3, 4976, 2669.0048
withdrawal, 39, 4977, 4751.8551
deposit, 48, 4978, 3113.8734
deposit, 41, 4979, 1200.5105
withdrawal, 46, 4980, 423.1770
deposit, 44, 4981, 1901.3314
deposit, 36, 4982, 1694.1774
deposit, 9, 4983, 3600.8271
deposit, 19, 4984, 4736.1735
withdrawal, 12, 4985, 4444.8171
deposit, 24, 4986, 2658.1438
resolve, 17, 2186,
deposit, 45, 4987, 1204.4282
withdrawal, 24, 4988, 4241.6975
deposit, 26, 4989, 139.9472
withdrawal, 18, 4990, 1848.9747
withdrawal, 47, 4991, 1952.0216
deposit, 44, 4992, 1342.8150
withdrawal, 30, 4993, 2006.8832
deposit, 47, 4994, 3987.4382
resolve, 50, 1680,
deposit, 13, 4995, 1802.4631
deposit, 24, 4996, 2821.5884
resolve, 18, 1203,
resolve, 5, 91,
deposit, 6, 4997, 885.4161
resolve, 2, 3824,
deposit, 40, 4998, 4585.3252
deposit, 6, 4999, 4073.8298
deposit, 26, 5000, 2979.7228
deposit, 24, 5001, 2878.5829
dispute, 29, 2203,
deposit, 1, 5002, 2266.0017
dispute, 9, 1449,
deposit, 18, 5003, 907.9633
withdrawal, 19, 5004, 263.1958
withdrawal, 17, 5005, 3253.3258
deposit, 16, 5006, 3963.1927
deposit, 27, 5007, 4082.8901
deposit, 21, 5008, 4430.6545
deposit, 4, 5009, 2264.0260
deposit, 43, 5010, 3851.5995
deposit, 44, 5011, 4518.3346
deposit, 42, 5012, 3431.2922
resolve, 34, 433,
withdrawal, 8, 5013, 397.0042
resolve, 29, 1240,
deposit, 21, 5014, 782.0922
resolve, 43, 1832,
deposit, 33, 5015, 3987.5524
withdrawal, 44, 5016, 3252.4343
deposit, 4, 5017, 562.1432
resolve, 11, 738,
dispute, 45, 1189,
withdrawal, 15, 5018, 4524.6865
deposit, 9, 5019, 2886.5236
deposit, 21, 5020, 2033.6882
resolve, 1, 2275,
withdrawal, 3, 5021, 4625.0019
dispute, 23, 3019,
resolve, 5, 2966,
deposit, 42, 5022, 2595.7200
deposit, 3, 5023, 126.5863
deposit, 44, 5024, 890.9071
withdrawal, 20, 5025, 931.5430
deposit, 13, 5026, 599.5756
withdrawal, 20, 5027, 1133.5459
deposit, 8, 5028, 3846.1969
withdrawal, 26, 5029, 2645.4330
deposit, 6, 5030, 2471.8857
deposit, 3, 5031, 992.2975
withdrawal, 40, 5032, 1729.3162
deposit, 34, 5033, 3877.8273
withdrawal, 47, 5034, 133.9450
dispute, 37, 4814,
withdrawal, 16, 5035, 1719.8471
resolve, 40, 547,
deposit, 16, 5036, 741.7931
deposit, 45, 5037, 3854.2891
resolve, 45, 1189,
dispute, 1, 2873,
deposit, 23, 5038, 1127.5093
deposit, 28, 5039, 435.5381
deposit, 3, 5040, 2347.7122
withdrawal, 4, 5041, 2756.1354
withdrawal, 33, 5042, 937.1878
dispute, 8, 2150,
deposit, 25, 5043, 192.8721
deposit, 8, 5044, 779.8547
dispute, 42, 2623,
withdrawal, 15, 5045, 4464.7421
deposit, 36, 5046, 3160.6001
withdrawal, 6, 5047, 4818.2875
withdrawal, 41, 5048, 2173.7091
deposit, 17, 5049, 2670.6619
deposit, 26, 5050, 2392.3819
deposit, 49, 5051, 1313.2781
deposit, 14, 5052, 4910.7615
resolve, 10, 1821,
dispute, 2, 1976,
deposit, 17, 5053, 4985.6914
withdrawal, 43, 5054, 4290.3217
deposit, 46, 5055, 4078.4340
deposit, 41, 5056, 4301.1619
deposit, 23, 5057, 2025.1369
deposit, 40, 5058, 4964.5139
resolve, 24, 2520,
withdrawal, 41, 5059, 3951.7790
withdrawal, 16, 5060, 333.3456
deposit, 35, 5061, 277.1094
dispute, 32, 34,
deposit, 32, 5062, 3345.0120
dispute, 36, 3828,
deposit, 36, 5063, 1619.7944
dispute, 43, 1036,
withdrawal, 26, 5064, 3305.4923
deposit, 19, 5065, 3319.8510
deposit, 47, 5066, 2367.6330
deposit, 5, 5067, 1569.1549
deposit, 31, 5068, 225.1647
deposit, 37, 5069, 363.6075
deposit, 41, 5070, 3298.4412
deposit, 28, 5071, 4886.7699
resolve, 5, 1763,
deposit, 22, 5072, 2141.3261
withdrawal, 43, 5073, 456.6200
withdrawal, 38, 5074, 4923.8296
deposit, 29, 5075, 2735.6088
dispute, 12, 4358,
deposit, 9, 5076, 90.8009
deposit, 11, 5077, 3333.3177
deposit, 42, 5078, 2480.6521
deposit, 43, 5079, 449.0270
dispute, 13, 3377,
withdrawal, 40, 5080, 2017.6684
deposit, 42, 5081, 2269.5161
deposit, 34, 5082, 2372.8324
withdrawal, 28, 5083, 2452.7475
deposit, 6, 5084, 3989.4494
withdrawal, 12, 5085, 659.2581
withdrawal, 44, 5086, 3823.2032
deposit, 22, 5087, 3477.2644
withdrawal, 35, 5088, 3108.1873
dispute, 27, 1801,
resolve, 41, 3366,
deposit, 45, 5089, 1543.8370
deposit, 6, 5090, 3149.8264
resolve, 20, 2177,
deposit, 12, 5091, 1165.8744
deposit, 11, 5092, 605.2570
withdrawal, 2, 5093, 3872.9787
deposit, 25, 5094, 1361.4373
resolve, 41, 886,
deposit, 1, 5095, 3554.8323
withdrawal, 27, 5096, 4840.8479
withdrawal, 20, 5097, 1545.9342
deposit, 28, 5098, 2482.0591
resolve, 29, 66,
deposit, 27, 5099, 4081.0787
deposit, 23, 5100, 2133.1521
deposit, 17, 5101, 4289.5048
deposit, 27, 5102, 1221.3197
deposit, 15, 5103, 2351.2989
deposit, 48, 5104, 1930.6047
deposit, 28, 5105, 3082.2935
resolve, 29, 2408,
withdrawal, 42, 5106, 1790.4671
deposit, 25, 5107, 1113.7009
withdrawal, 45, 5108, 1854.8087
deposit, 1, 5109, 896.2314
withdrawal, 11, 5110, 2645.0810
deposit, 44, 5111, 1031.8504
withdrawal, 6, 5112, 4266.6269
withdrawal, 34, 5113, 3103.8247
withdrawal, 37, 5114, 3817.2534
deposit, 23, 5115, 4613.0162
deposit, 28, 5116, 1240.0685
deposit, 49, 5117, 1308.6262
deposit, 19, 5118, 3726.6452
dispute, 17, 3602,
withdrawal, 40, 5119, 606.5614
dispute, 39, 2132,
deposit, 46, 5120, 4723.7499
deposit, 38, 5121, 2254.4521
deposit, 18, 5122, 4385.3671
dispute, 34, 4359,
deposit, 36, 5123, 856.6868
deposit, 38, 5124, 1640.9401
withdrawal, 39, 5125, 3614.7502
withdrawal, 14, 5126, 4941.6359
resolve, 35, 3070,
deposit, 18, 5127, 498.7949
dispute, 1, 4811,
deposit, 9, 5128, 306.0198
withdrawal, 31, 5129, 3808.4186
withdrawal, 20, 5130, 4496.1889
withdrawal, 13, 5131, 1435.3271
withdrawal, 27, 5132, 1852.7202
dispute, 38, 136,
deposit, 16, 5133, 50.8033
deposit, 37, 5134, 2164.1866
withdrawal, 5, 5135, 741.9086
deposit, 37, 5136, 273.0385
deposit, 48, 5137, 4373.2080
withdrawal, 50, 5138, 573.9938
deposit, 30, 5139, 1666.5923
withdrawal, 23, 5140, 2643.8251
deposit, 13, 5141, 1653.8369
deposit, 44, 5142, 4197.9144
deposit, 36, 5143, 4699.6024
withdrawal, 6, 5144, 4613.4894
deposit, 5, 5145, 1305.4574
withdrawal, 20, 5146, 945.7629
deposit, 26, 5147, 1939.4315
withdrawal, 15, 5148, 4672.7441
deposit, 4, 5149, 4425.0900
deposit, 12, 5150, 952.4686
deposit, 43, 5151, 3704.3085
withdrawal, 16, 5152, 974.5141
deposit, 12, 5153, 1325.6157
deposit, 7, 5154, 93.5829
deposit, 29, 5155, 3571.0281
dispute, 48, 3885,
deposit, 35, 5156, 4155.9756
withdrawal, 42, 5157, 1568.9629
deposit, 10, 5158, 2845.4044
deposit, 49, 5159, 2912.8335
withdrawal, 42, 5160, 448.3530
deposit, 32, 5161, 2190.7709
deposit, 30, 5162, 1317.4799
deposit, 20, 5163, 1039.1967
dispute, 10, 2813,
dispute, 4, 3615,
deposit, 18, 5164, 2110.6216
withdrawal, 29, 5165, 3758.0323
deposit, 49, 5166, 4611.4079
deposit, 13, 5167, 667.3829
deposit, 40, 5168, 3966.0393
deposit, 2, 5169, 672.2103
dispute, 7, 1002,
deposit, 2, 5170, 1097.2980
withdrawal, 30, 5171, 2204.8661
deposit, 8, 5172, 3351.6376
dispute, 30, 3073,
withdrawal, 28, 5173, 709.9723
dispute, 40, 1475,
deposit, 48, 5174, 283.3278
deposit, 24, 5175, 1053.0470
withdrawal, 12, 5176, 4551.1759
dispute, 36, 2103,
deposit, 16, 5177, 145.2170
withdrawal, 9, 5178, 233.3337
deposit, 30, 5179, 340.5070
dispute, 38, 5124,
withdrawal, 2, 5180, 454.3350
deposit, 11, 5181, 3309.5870
deposit, 4, 5182, 4405.4002
dispute, 47, 3685,
dispute, 35, 461,
withdrawal, 31, 5183, 3210.9656
deposit, 21, 5184, 4124.2014
withdrawal, 40, 5185, 3933.2987
deposit, 12, 5186, 4628.2965
deposit, 24, 5187, 3199.0939
withdrawal, 29, 5188, 770.4309
withdrawal, 41, 5189, 741.6898
deposit, 5, 5190, 899.3936
withdrawal, 3, 5191, 4013.3223
deposit, 45, 5192, 1716.2106
deposit, 35, 5193, 1408.7372
deposit, 33, 5194, 3623.5355
withdrawal, 16, 5195, 2427.3390
resolve, 29, 938,
deposit, 7, 5196, 649.9537
withdrawal, 4, 5197, 596.1291
withdrawal, 33, 5198, 209.8183
dispute, 45, 550,
deposit, 43, 5199, 4581.6539
deposit, 5, 5200, 2272.0731
deposit, 32, 5201, 1456.7403
withdrawal, 41, 5202, 4662.6620
deposit, 23, 5203, 517.8451
deposit, 40, 5204, 1259.0958
resolve, 39, 373,
deposit, 32, 5205, 510.1184
withdrawal, 32, 5206, 4726.7322
withdrawal, 16, 5207, 1101.5602
dispute, 11, 718,
deposit, 10, 5208, 564.9345
dispute, 44, 2951,
resolve, 42, 705,
withdrawal, 48, 5209, 3679.7029
deposit, 13, 5210, 1011.7834
resolve, 20, 205,
withdrawal, 20, 5211, 2511.0168
resolve, 33, 1119,
dispute, 18, 102,
deposit, 24, 5212, 3069.2484
deposit, 33, 5213, 3421.7736
deposit, 50, 5214, 4374.7799
deposit, 44, 5215, 2240.9753
deposit, 45, 5216, 4518.8688
deposit, 41, 5217, 3289.6632
deposit, 39, 5218, 3705.4046
resolve, 18, 102,
deposit, 21, 5219, 3973.9520
deposit, 23, 5220, 2836.1937
deposit, 6, 5221, 4429.1113
withdrawal, 6, 5222, 708.7995
withdrawal, 2, 5223, 3270.5992
deposit, 11, 5224, 754.5470
dispute, 5, 5190,
deposit, 50, 5225, 2052.5636
dispute, 38, 4794,
deposit, 38, 5226, 2011.1160
dispute, 30, 4835,
withdrawal, 27, 5227, 861.8024
resolve, 19, 969,
deposit, 28, 5228, 1884.9161
deposit, 17, 5229, 3117.5119
deposit, 43, 5230, 2756.1242
deposit, 14, 5231, 3619.2568
deposit, 35, 5232, 3801.4156
dispute, 18, 2537,
deposit, 46, 5233, 4277.6959
dispute, 42, 462,
deposit, 12, 5234, 3910.5549
resolve, 19, 2256,
deposit, 46, 5235, 1862.4475
withdrawal, 28, 5236, 2717.1994
deposit, 26, 5237, 1489.7713
withdrawal, 49, 5238, 2914.2457
deposit, 17, 5239, 2781.3601
dispute, 20, 93,
deposit, 3, 5240, 3973.0623
withdrawal, 33, 5241, 4577.8314
deposit, 41, 5242, 2622.0871
dispute, 21, 2137,
resolve, 41, 1303,
withdrawal, 48, 5243, 1553.9611
deposit, 39, 5244, 2176.7221
deposit, 19, 5245, 3292.5200
deposit, 10, 5246, 3574.2951
deposit, 10, 5247, 895.2285
deposit, 2, 5248, 1528.1914
deposit, 19, 5249, 815.4758
deposit, 14, 5250, 3979.1884
withdrawal, 47, 5251, 2427.9878
withdrawal, 37, 5252, 3862.4280
dispute, 8, 4364,
deposit, 10, 5253, 4126.9118
withdrawal, 40, 5254, 2970.3074
deposit, 37, 5255, 3453.2735
deposit, 11, 5256, 2568.4364
deposit, 48, 5257, 2747.7638
deposit, 28, 5258, 2111.2417
withdrawal, 45, 5259, 3725.6303
resolve, 4, 4873,
deposit, 11, 5260, 2696.2069
deposit, 26, 5261, 942.7604
deposit, 21, 5262, 3159.0416
resolve, 12, 3409,
resolve, 36, 1804,
deposit, 45, 5263, 809.1942
dispute, 40, 5058,
withdrawal, 40, 5264, 312.2389
deposit, 35, 5265, 3487.5324
resolve, 30, 1054,
deposit, 12, 5266, 4219.1822
withdrawal, 14, 5267, 4410.0707
resolve, 25, 3256,
deposit, 14, 5268, 4072.7868
deposit, 48, 5269, 416.5090
deposit, 8, 5270, 4416.3641
deposit, 49, 5271, 4135.7574
deposit, 26, 5272, 2274.3790
dispute, 36, 111,
withdrawal, 5, 5273, 949.3597
deposit, 11, 5274, 1005.6255
withdrawal, 39, 5275, 761.7729
deposit, 33, 5276, 3655.4491
withdrawal, 12, 5277, 2305.4331
deposit, 5, 5278, 2641.7749
withdrawal, 49, 5279, 3681.4160
withdrawal, 26, 5280, 4763.3379
deposit, 25, 5281, 474.8597
deposit, 49, 5282, 3145.7484
withdrawal, 38, 5283, 835.2408
dispute, 35, 4454,
deposit, 18, 5284, 1236.8115
deposit, 9, 5285, 2335.4445
resolve, 27, 1967,
withdrawal, 8, 5286, 1761.7165
withdrawal, 38, 5287, 4266.1440
deposit, 35, 5288, 3463.8955
withdrawal, 32, 5289, 890.9755
deposit, 46, 5290, 4109.5432
withdrawal, 26, 5291, 1884.3520
dispute, 26, 3640,
deposit, 37, 5292, 4147.1650
withdrawal, 29, 5293, 1020.7002
resolve, 38, 3854,
deposit, 21, 5294, 1117.5786
deposit, 28, 5295, 3141.3729
resolve, 29, 3142,
deposit, 39, 5296, 112.3742
withdrawal, 31, 5297, 713.5970
deposit, 28, 5298, 2951.3284
withdrawal, 5, 5299, 3822.3492
withdrawal, 26, 5300, 2422.1561
withdrawal, 36, 5301, 3909.2344
deposit, 44, 5302, 3398.5784
dispute, 23, 1360,
resolve, 26, 2658,
dispute, 39, 955,
deposit, 27, 5303, 2310.2167
withdrawal, 30, 5304, 2594.9378
withdrawal, 14, 5305, 1993.3400
deposit, 35, 5306, 534.0893
deposit, 50, 5307, 2921.3995
dispute, 19, 969,
dispute, 43, 20,
deposit, 21, 5308, 4824.2629
deposit, 3, 5309, 820.1321
deposit, 30, 5310, 195.4227
deposit, 36, 5311, 3009.1466
withdrawal, 35, 5312, 895.7076
deposit, 17, 5313, 1792.8464
dispute, 15, 4854,
withdrawal, 36, 5314, 949.7695
deposit, 3, 5315, 1649.4002
withdrawal, 35, 5316, 2755.3262
dispute, 48, 1222,
deposit, 36, 5317, 1738.1650
resolve, 16, 3980,
deposit, 24, 5318, 4575.9929
deposit, 14, 5319, 229.6214
deposit, 25, 5320, 3798.8615
dispute, 38, 2394,
resolve, 42, 1390,
withdrawal, 25, 5321, 1463.9193
dispute, 50, 4227,
deposit, 43, 5322, 4223.3537
deposit, 28, 5323, 2244.1276
withdrawal, 49, 5324, 2399.2619
withdrawal, 2, 5325, 3268.1385
withdrawal, 11, 5326, 2072.2270
withdrawal, 3, 5327, 156.1501
resolve, 14, 331,
resolve, 4, 3615,
withdrawal, 17, 5328, 657.6336
deposit, 3, 5329, 1966.9734
withdrawal, 22, 5330, 4773.4607
deposit, 26, 5331, 4092.5010
deposit, 20, 5332, 4699.9926
deposit, 50, 5333, 630.2302
deposit, 23, 5334, 3056.4092
resolve, 31, 919,
